username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink
superkingchris	02-12-2015 17:48	0	0	ppl tryin to send food from coimbatore. If anyone can collect at cmbt					
gokila_honey	02-12-2015 17:47	87	10	 					
MaamsMaamz	02-12-2015 17:47	0	0	#ChennaiMicro https:// twitter.com/gokila_honey/s tatus/672026045772521472 			#ChennaiMicro	672026678684553217	https://twitter.com/MaamsMaamz/status/672026678684553217
RameshTwts	02-12-2015 17:46	12	1	 #ChennaiFloods #ChennaiMicro			#ChennaiFloods #ChennaiMicro	672026578881134592	https://twitter.com/RameshTwts/status/672026578881134592
KeralaGhilli	02-12-2015 17:46	0	0	#ChennaiMicro any1 in need of fud or shelter in and around #Teynampet we're willing to help anywy psbl.Cnt 9789470176. #chennairains :/			#ChennaiMicro #Teynampet #chennairains	672026576351969280	https://twitter.com/KeralaGhilli/status/672026576351969280
ashmifernando	02-12-2015 17:46	3	0	#ChennaiMicro #ChennaiRescue #ChennaiRainHelp #ChennaiFloods pic.twitter.com/H3XQ6TibFM			#ChennaiMicro #ChennaiRescue #ChennaiRainHelp #ChennaiFloods	672026522278952960	https://twitter.com/ashmifernando/status/672026522278952960
RameshTwts	02-12-2015 17:45	221	41	 : 7358057002 arvind - sathyam TV #ChennaiFloods #ChennaiMicro			#ChennaiFloods #ChennaiMicro	672026209102921728	https://twitter.com/RameshTwts/status/672026209102921728
TMManiac	02-12-2015 17:45	0	0	#chennairains #ChennaiFloods #Chennaifloodrelief #ChennaiRainsHelp #ChennaiRescue #VolunteerForChennai #ChennaiMicro https:// twitter.com/vbzu/status/67 2023013462663169 			#chennairains #ChennaiFloods #Chennaifloodrelief #ChennaiRainsHelp #ChennaiRescue #VolunteerForChennai #ChennaiMicro	672026175414341632	https://twitter.com/TMManiac/status/672026175414341632
NaIna0806	02-12-2015 17:44	1	1	@Actor_Siddharth #ChennaiMicro https:// twitter.com/itsyuvayuvi/st atus/672023449603145728 		@Actor_Siddharth	#ChennaiMicro	672026103251402752	https://twitter.com/NaIna0806/status/672026103251402752
arattai420	02-12-2015 17:44	39	2	 Aju Karthick 98403 15393 #ChennaiMicro			#ChennaiMicro	672026087795367936	https://twitter.com/arattai420/status/672026087795367936
gokila_honey	02-12-2015 17:44	86	8	5000+ 					
priyab_24	02-12-2015 17:43	1	1	#ChennaiMicro https:// twitter.com/Manmathan033/s tatus/672023334394052608 			#ChennaiMicro	672025909025628160	https://twitter.com/priyab_24/status/672025909025628160
skycinemas	02-12-2015 17:43	29	3	Verified:Need help to vacate a family with a child.. #chennaimicro Address: 84 Nithyanandham street					
nikhiltm	02-12-2015 17:43	0	0	#ChennaiMicro @Actor_Siddharth https:// twitter.com/woodswinks/sta tus/672024997636923392 		@Actor_Siddharth	#ChennaiMicro	672025790452645888	https://twitter.com/nikhiltm/status/672025790452645888
kiddoo_reha	02-12-2015 17:43	1	0	Ppl who've been sheltered in a Wedding mall near Nandhambakkam needs food(700ppl).pls contact-9944422220 #ChennaiMicro @Actor_Siddharth		@Actor_Siddharth	#ChennaiMicro	672025749017104384	https://twitter.com/kiddoo_reha/status/672025749017104384
Mosesyuva4emman	02-12-2015 17:42	3	1	#ChennaiFloods #ChennaiRainsHelp #ChennaiMicro pic.twitter.com/tnuc9Z1Co6			#ChennaiFloods #ChennaiRainsHelp #ChennaiMicro	672025613499174912	https://twitter.com/Mosesyuva4emman/status/672025613499174912
KeralaPokkiri	02-12-2015 17:42	2	0	 2 contact number: 9940725055 #ChennaiRainsHelp #ChennaiMicro urgent..... #Shared			#ChennaiRainsHelp #ChennaiMicro #Shared	672025443298492416	https://twitter.com/KeralaPokkiri/status/672025443298492416
vidya_05	02-12-2015 17:41	1	0	#ChennaiMicro https:// twitter.com/AnupamkPandey/ status/672018098879205377 			#ChennaiMicro	672025344065470465	https://twitter.com/vidya_05/status/672025344065470465
ShivKapoorRoars	02-12-2015 17:41	2	0	Use the hashtag #ChennaiMicro to contact @Actor_Siddharth @RJ_Balaji ! #ChennaiFloods #ChennaiRainsHelp #Chennai		@Actor_Siddharth @RJ_Balaji	#ChennaiMicro #ChennaiFloods #ChennaiRainsHelp #Chennai	672025305289113600	https://twitter.com/ShivKapoorRoars/status/672025305289113600
praveenrorj	02-12-2015 17:41	0	0	Please use hashtag #ChennaiMicro for food parcel pickup information. It will be easier for our team to respond. #actor_siddarth			#ChennaiMicro #actor_siddarth	672025199332737024	https://twitter.com/praveenrorj/status/672025199332737024
SidSarvesh	02-12-2015 17:41	4	1	#ChennaiMicro need hlp https:// twitter.com/rajasivam_Ajit h/status/672024643939643392 			#ChennaiMicro	672025198321754113	https://twitter.com/SidSarvesh/status/672025198321754113
TeluguStates	02-12-2015 17:39	8	1	Food available at perambur . #ChennaiRainsHelp #ChennaiMicro https:// twitter.com/vsriramcbe/sta tus/671995044690178048 			#ChennaiRainsHelp #ChennaiMicro	672024845039763456	https://twitter.com/TeluguStates/status/672024845039763456
manojkumarbros	02-12-2015 17:38	1	0	I would like to distrubute & transport food					
priyab_24	02-12-2015 17:38	0	0	#ChennaiMicro #ChennaiRainsHelp https:// twitter.com/Rishan_s/statu s/671993984344981504 			#ChennaiMicro #ChennaiRainsHelp	672024504932020224	https://twitter.com/priyab_24/status/672024504932020224
akash210391	02-12-2015 17:38	0	0	 @PranavNarayan3 : @RJ_Balaji @Actor_Siddharth can yu please reply. Wanna help out people #chennaimicro #Chennairains #ChennaiRainsHelp		@PranavNarayan3 @RJ_Balaji @Actor_Siddharth	#chennaimicro #Chennairains #ChennaiRainsHelp	672024492642734080	https://twitter.com/akash210391/status/672024492642734080
i_amspa	02-12-2015 17:38	1	0	#ChennaiRainsHelp #ChennaiMicro - @RJ_Balaji @Actor_Siddharth @Chinmayi @actorkaruna @actor_viishnu @GitanjaliSelva https:// twitter.com/kriti_official /status/672023951187415040 		@RJ_Balaji @Actor_Siddharth @Chinmayi @actorkaruna @actor_viishnu @GitanjaliSelva	#ChennaiRainsHelp #ChennaiMicro	672024467388964866	https://twitter.com/i_amspa/status/672024467388964866
ermib92	02-12-2015 17:37	0	0	 Aju Karthick 98403 15393 #ChennaiMicro			#ChennaiMicro	672024263256248320	https://twitter.com/ermib92/status/672024263256248320
Nanthivarman16	02-12-2015 17:36	0	0	#Pray #Chennai #Chennairains #ChennaiRainsHelp #ChennaiMicro pic.twitter.com/ltTr7XBlmK			#Pray #Chennai #Chennairains #ChennaiRainsHelp #ChennaiMicro	672024109732139008	https://twitter.com/Nanthivarman16/status/672024109732139008
Zcorpii	02-12-2015 17:36	0	0	@RJ_Balaji #ChennaiMicro please collect and do the needful thank you pic.twitter.com/6Ftr4WNmsb		@RJ_Balaji	#ChennaiMicro	672023988722253824	https://twitter.com/Zcorpii/status/672023988722253824
BenSooraj	02-12-2015 17:36	0	0	.1000 Food Packets are ready from TNTJ Vyasarpadi. Contact 9840620403 @Actor_Siddharth #ChennaiMicro #ChennaiFloods https:// twitter.com/haarisalys/sta tus/672021366091046912 		@Actor_Siddharth	#ChennaiMicro #ChennaiFloods	672023922808766466	https://twitter.com/BenSooraj/status/672023922808766466
binaysanthosh	02-12-2015 17:35	6	1	#ChennaiMicro https:// twitter.com/vinodhkrs/stat us/672019982507622401 			#ChennaiMicro	672023831444258816	https://twitter.com/binaysanthosh/status/672023831444258816
luxash	02-12-2015 17:35	0	1	VerfiedContact +918056591919Whatsapp ahafm for rescueoperationsThey are helping through NDTVandothersources #ChennaiMicro #ChennaiRainsHelp			#ChennaiMicro #ChennaiRainsHelp	672023765375668225	https://twitter.com/luxash/status/672023765375668225
rajasivam_Ajith	02-12-2015 17:35	3	1	7373080281 10 #chennaimicro #ChennaiFloods help please			#chennaimicro #ChennaiFloods	672023679077777408	https://twitter.com/rajasivam_Ajith/status/672023679077777408
AparnaRaj05	02-12-2015 17:35	0	0	#ChennaiMicro @Actor_Siddharth https:// twitter.com/jiljilramamani /status/672023171814440960 		@Actor_Siddharth	#ChennaiMicro	672023659574235136	https://twitter.com/AparnaRaj05/status/672023659574235136
ermib92	02-12-2015 17:34	1	0	#ChennaiMicro @Actor_Siddharth @RJ_Balaji If u hav info on localities of ppl in need of food plz-contact: 9962230442 9841033363 9841096019		@Actor_Siddharth @RJ_Balaji	#ChennaiMicro	672023592360546306	https://twitter.com/ermib92/status/672023592360546306
ActorDhanush_FC	02-12-2015 17:34	28	11	#ChennaiMicro any1 in need of fud or shelter in and around Teynampet we're willing to help anywy psbl.Cnt 9789470176 pic.twitter.com/XRqWrBHiZr			#ChennaiMicro	672023442657378304	https://twitter.com/ActorDhanush_FC/status/672023442657378304
Ann_W_Esha	02-12-2015 17:33	2	1	Anyone in and around #Chennai and in need please contact @Actor_Siddharth and use #ChennaiMicro ! #ChennaiFloods #ChennaiRainsHelp		@Actor_Siddharth	#Chennai #ChennaiMicro #ChennaiFloods #ChennaiRainsHelp	672023271684988929	https://twitter.com/Ann_W_Esha/status/672023271684988929
saichithra	02-12-2015 17:33	9	1	Food required urgently for 89 people. No92 RR tower 1 & 2 guindy industrial estate. +91 86 80 912434. Pradeesh #chennairains #ChennaiMicro			#chennairains #ChennaiMicro	672023211052154880	https://twitter.com/saichithra/status/672023211052154880
TeluguStates	02-12-2015 17:32	3	1	Water Required . #ChennaiRainsHelp #ChennaiMicro https:// twitter.com/Actor_Siddhart h/status/671975864444170240 			#ChennaiRainsHelp #ChennaiMicro	672023063681085441	https://twitter.com/TeluguStates/status/672023063681085441
ikudikaran	02-12-2015 17:30	1	0	#ChennaiMicro https:// twitter.com/vickzyy/status /672018914465947648 			#ChennaiMicro	672022567603998720	https://twitter.com/ikudikaran/status/672022567603998720
isur_b	02-12-2015 17:30	5	0	#ChennaiFloods @Actor_Siddharth Please Deliver food packets At 5/15 thiruvalluar 2nd street aadambakkam Chennai -88 pls ! #ChennaiMicro		@Actor_Siddharth	#ChennaiFloods #ChennaiMicro	672022557655175168	https://twitter.com/isur_b/status/672022557655175168
Andrott	02-12-2015 17:30	1	0	#ChennaiMicro https:// twitter.com/achu17/statuse s/672021895387025409 			#ChennaiMicro	672022402671312896	https://twitter.com/Andrott/status/672022402671312896
naandpka	02-12-2015 17:29	0	0	I need some help line for madipakkam area #madipakkam #ChennaiRains #ChennaiMicro @RJ_Balaji		@RJ_Balaji	#madipakkam #ChennaiRains #ChennaiMicro	672022177437237248	https://twitter.com/naandpka/status/672022177437237248
MeghnaSN	02-12-2015 17:28	1	0	#ChennaiMicro https:// twitter.com/Baldeepbti/sta tus/672021789564788736 			#ChennaiMicro	672022099045703681	https://twitter.com/MeghnaSN/status/672022099045703681
rahul152	02-12-2015 17:27	2	0	Guys feel free to ping me ur numbers requiring recharges for those who are stranded in rains n flood. #ChennaiFloods #ChennaiMicro			#ChennaiFloods #ChennaiMicro	672021779452301312	https://twitter.com/rahul152/status/672021779452301312
VinothSurya5	02-12-2015 17:27	0	0	 3000 Rajendran- 9841632030 #chennaimicro #ChennaiRainsHelp			#chennaimicro #ChennaiRainsHelp	672021689325256705	https://twitter.com/VinothSurya5/status/672021689325256705
mdovais	02-12-2015 17:27	0	0	#ChennaiMicro Need some food for about 10 people... Ramakrishna Street					
tirumalanath_n	02-12-2015 17:26	3	1	#ChennaiMicro #ChennaiRainsHelp #ChennaiFloods #chennairain #ChennaiDrowning https:// twitter.com/ramsa_b/status /672005438754295808 			#ChennaiMicro #ChennaiRainsHelp #ChennaiFloods #chennairain #ChennaiDrowning	672021556692951040	https://twitter.com/tirumalanath_n/status/672021556692951040
ibtimes_india	02-12-2015 17:26	2	0	Help Chennai: Here's how you can lend a hand to Chennaites; #TNflood in images #ChennaiMicro #ChennaiRainsHelp http:// bit.ly/1YHfQNj			#TNflood #ChennaiMicro #ChennaiRainsHelp	672021496731066369	https://twitter.com/ibtimes_india/status/672021496731066369
haarisalys	02-12-2015 17:25	5	3	1000 Food Packets are ready from TNTJ Vyasarpadi. Contact 9840620403 @Actor_Siddharth #ChennaiMicro #ChennaiFloods		@Actor_Siddharth	#ChennaiMicro #ChennaiFloods	672021366091046912	https://twitter.com/haarisalys/status/672021366091046912
MemeologyOfcl	02-12-2015 17:25	1	0	#ChennaiFloods #ChennaiMicro @Actor_Siddharth @RJ_Balaji https:// twitter.com/vrindaprasad/s tatus/672019890576822272 		@Actor_Siddharth @RJ_Balaji	#ChennaiFloods #ChennaiMicro	672021181101293569	https://twitter.com/MemeologyOfcl/status/672021181101293569
bewitbala	02-12-2015 17:25	3	1	Retweeted ( @iam_ponguzhali ): #ChennaiMicro https:// twitter.com/RameshTwts/sta tus/672017967916322816 http:// fb.me/70hlqLszy		@iam_ponguzhali	#ChennaiMicro	672021170300956672	https://twitter.com/bewitbala/status/672021170300956672
Santhoshere	02-12-2015 17:24	0	0	#ChennaiMicro #ChennaiRainsHelp https:// twitter.com/boopathivm/sta tus/671985547787669504 			#ChennaiMicro #ChennaiRainsHelp	672021067863425026	https://twitter.com/Santhoshere/status/672021067863425026
IamGK24	02-12-2015 17:23	8	0	#ChennaiRainsHelp #ChennaiMicro Share https:// twitter.com/RameshTwts/sta tus/672017967916322816 			#ChennaiRainsHelp #ChennaiMicro	672020719123861504	https://twitter.com/IamGK24/status/672020719123861504
PadmaS27	02-12-2015 17:23	2	0	#ChennaiMicro Food available at #AnnaNagar https:// twitter.com/CinemaCalendar /status/672013586198204416 			#ChennaiMicro #AnnaNagar	672020703818846208	https://twitter.com/PadmaS27/status/672020703818846208
Abdulmaddy	02-12-2015 17:21	3	0	89 people need to be fed. Stuck at RR towers frm last night at Guindy. +91 86 80 912434. #chennairains #ChennaiMicro			#chennairains #ChennaiMicro	672020248971776000	https://twitter.com/Abdulmaddy/status/672020248971776000
yogeewan	02-12-2015 17:21	2	1	Manapakkam requires help desperately ppl stuck in terraces #ChennaiRainsHelp #ChennaiMicro			#ChennaiRainsHelp #ChennaiMicro	672020208475877376	https://twitter.com/yogeewan/status/672020208475877376
Anand_FRA	02-12-2015 17:20	0	0	#ChennaiMicro #ChennaiRainsHelp #ChennaiFloods food needed for doctos & hos staff pls https:// twitter.com/sujay365/statu s/672018620122173440 			#ChennaiMicro #ChennaiRainsHelp #ChennaiFloods	672020064950882304	https://twitter.com/Anand_FRA/status/672020064950882304
iam_ponguzhali	02-12-2015 17:20	0	0	@RameshTwts #ChennaiMicro in tag la check panni paaru		@RameshTwts	#ChennaiMicro	672020014984118273	https://twitter.com/iam_ponguzhali/status/672020014984118273
SidSarvesh	02-12-2015 17:20	0	0	#ChennaiMicro note this https:// twitter.com/iam_K_A/status /671930667471532032 			#ChennaiMicro	672019992305532928	https://twitter.com/SidSarvesh/status/672019992305532928
iam_ponguzhali	02-12-2015 17:18	6	0	#ChennaiMicro https:// twitter.com/RameshTwts/sta tus/672017967916322816 			#ChennaiMicro	672019577987993600	https://twitter.com/iam_ponguzhali/status/672019577987993600
venkkeyy	02-12-2015 17:18	3	0	#VolunteerForChennai 					
iam_ponguzhali	02-12-2015 17:18	0	0	#ChennaiMicro https:// twitter.com/MePriyanthan/s tatus/672006052662149120 			#ChennaiMicro	672019430264561665	https://twitter.com/iam_ponguzhali/status/672019430264561665
venkkeyy	02-12-2015 17:16	0	0	Food Arrangements in and around T-Nagar cc: @localteaparty @npueu #VolunteerForChennai #ChennaiMicro https:// twitter.com/ananthb86/stat us/672016503315804160 		@localteaparty @npueu	#VolunteerForChennai #ChennaiMicro	672019075288141825	https://twitter.com/venkkeyy/status/672019075288141825
ilayasaravanan	02-12-2015 17:16	2	0	 @dinein_chennai 					
sundarvvv	02-12-2015 17:16	0	1	Add one more car to your fleet! One hatchback available.. pls let me know.. @RJ_Balaji @Actor_Siddharth #chennaimicro #TNflood		@RJ_Balaji @Actor_Siddharth	#chennaimicro #TNflood	672018880638746624	https://twitter.com/sundarvvv/status/672018880638746624
FathimaTL	02-12-2015 17:14	0	0	chennai is like my second home					
ashmifernando	02-12-2015 17:14	0	0	Stay Safe Chennai! Call on 18001030033					
iam_rames	02-12-2015 17:14	1	0	" @sdhrshn : Lunch and Dinner for around 2000 people arranged near Greenways Road MRTS. 9840090048/9445267038 #ChennaiMicro #ChennaiRains"""		@sdhrshn	#ChennaiMicro #ChennaiRains	672018410151108608	https://twitter.com/iam_rames/status/672018410151108608
gshreyasi	02-12-2015 17:13	3	1	#ChennaiMicro #ChennaiRainsHelp Please RT. https:// twitter.com/CinemaCalendar /status/672013586198204416 			#ChennaiMicro #ChennaiRainsHelp	672018282786873345	https://twitter.com/gshreyasi/status/672018282786873345
AparnaRaj05	02-12-2015 17:13	1	0	#ChennaiMicro https:// twitter.com/hari24_rg/stat us/672017483344179201 			#ChennaiMicro	672018144328679424	https://twitter.com/AparnaRaj05/status/672018144328679424
_MediaExpress	02-12-2015 17:12	1	0	Verified: Food supply near ayodhaya mandapam					
ashmifernando	02-12-2015 17:12	2	0	#ChennaiFloods #ChennaiMicro #ChennaiRainHelp pic.twitter.com/TsSPkNhG6Y			#ChennaiFloods #ChennaiMicro #ChennaiRainHelp	672017906935328769	https://twitter.com/ashmifernando/status/672017906935328769
FoodyManish	02-12-2015 17:10	3	1	Please use hashtag #ChennaiMicro for food parcel pickup information. It will be easier for our team to respond. Thanks. #ChennaiFloods			#ChennaiMicro #ChennaiFloods	672017593843060736	https://twitter.com/FoodyManish/status/672017593843060736
PritishSocial	02-12-2015 17:10	29	8	#ChennaiMicro my friend Sneha offers food & supplies in T Nagar. Pls RT. Do contact her ASAP #ChennaiRainsHelp pic.twitter.com/FR4VjSRgB9	Bengaluru South				
raju_kanthan	02-12-2015 17:09	2	0	Urgent 89 people need to be fed. Stuck at RR towers frm last night at Guindy. +91 86 80 912434. Pradeesh #chennairains #ChennaiMicro			#chennairains #ChennaiMicro	672017275155804161	https://twitter.com/raju_kanthan/status/672017275155804161
VijayFansTrends	02-12-2015 17:08	70	22	 Aju Karthick 98403 15393 #ChennaiMicro			#ChennaiMicro	672017110889992192	https://twitter.com/VijayFansTrends/status/672017110889992192
Sangeethavalli	02-12-2015 17:08	1	1	chennaites contact with leads for water #ChennaiMicro https:// twitter.com/Actor_Siddhart h/status/671975864444170240 			#ChennaiMicro	672017085405376512	https://twitter.com/Sangeethavalli/status/672017085405376512
petritiasylves	02-12-2015 17:08	0	0	@RJ_Balaji @Actor_Siddharth cont:Dr.selvamuthu Krishnan 8056296924 					
RocketuOfficial	02-12-2015 17:08	23	3	 Aju Karthick 98403 15393 #ChennaiMicro			#ChennaiMicro	672017008259543040	https://twitter.com/RocketuOfficial/status/672017008259543040
iamprabakaran	02-12-2015 17:07	12	0	@ponram_ 90 pkts food available at anna nagar.If u can pick and distribute from anna nagar nw thn contact 9840801702 #ChennaiMicro		@ponram_	#ChennaiMicro	672016848590733312	https://twitter.com/iamprabakaran/status/672016848590733312
Sridhar13Vijay	02-12-2015 17:07	0	0	Helpline info #chennaimicro #chennairain Satyam cinemas Royapettah is accommodating people who're stranded in... http:// fb.me/7Dj9rpSAa			#chennaimicro #chennairain	672016726368854016	https://twitter.com/Sridhar13Vijay/status/672016726368854016
ananthb86	02-12-2015 17:06	1	0	#ChennaiMicro Food (Rice item) can be arranged for 150-200 people in Sunkalpam					
shyguy1131	02-12-2015 17:06	0	0	@RJ_Balaji @Actor_Siddharth family in velacherry stuck pls send help and water asap sir mr jagdish 87544 77805 #chennaimicro #ChennaiFloods		@RJ_Balaji @Actor_Siddharth	#chennaimicro #ChennaiFloods	672016418561327104	https://twitter.com/shyguy1131/status/672016418561327104
TMManiac	02-12-2015 17:06	0	1	#chennairains #ChennaiFloods #Chennaifloodrelief #ChennaiRainsHelp #ChennaiRescue #VolunteerForChennai #ChennaiMicro https:// twitter.com/balakrishna991 9/status/672015081782140929 			#chennairains #ChennaiFloods #Chennaifloodrelief #ChennaiRainsHelp #ChennaiRescue #VolunteerForChennai #ChennaiMicro	672016393445994496	https://twitter.com/TMManiac/status/672016393445994496
sweetzheartzz	02-12-2015 17:05	3	1	Call on 18001030033					
isai_	02-12-2015 17:05	13	0	@RJ_Balaji 89 people stuck at RR TOWERS Guindy. #chennairains #ChennaiMicro help pls. +91 86 80 912434. Pradeesh no food and power.		@RJ_Balaji	#chennairains #ChennaiMicro	672016181004374016	https://twitter.com/isai_/status/672016181004374016
petritiasylves	02-12-2015 17:05	0	0	@RJ_Balaji @Actor_Siddharth #chennaimicro ppl need food n water 					
lazydesi	02-12-2015 17:04	0	0	@Actor_Siddharth #ChennaiMicro hi					
AparnaRaj05	02-12-2015 17:04	0	0	#ChennaiMicro @Actor_Siddharth https:// twitter.com/ramnath_07/sta tus/672015285302386688 		@Actor_Siddharth	#ChennaiMicro	672015867991867392	https://twitter.com/AparnaRaj05/status/672015867991867392
ShakthisreeG	02-12-2015 17:03	33	14	#ChennaiMicro @Actor_Siddharth @RJ_Balaji If u hav info on localities of ppl in need of food plz-contact: 9962230442 9841033363 9841096019		@Actor_Siddharth @RJ_Balaji	#ChennaiMicro	672015850195456000	https://twitter.com/ShakthisreeG/status/672015850195456000
Nanthivarman16	02-12-2015 17:02	1	0	 .! #Pray #Chennai #Chennairains #ChennaiRainsHelp #ChennaiMicro pic.twitter.com/0zV8kMyEiy			#Pray #Chennai #Chennairains #ChennaiRainsHelp #ChennaiMicro	672015461140201472	https://twitter.com/Nanthivarman16/status/672015461140201472
saichithra	02-12-2015 17:02	83	4	89 people need to be fed. Stuck at RR towers frm last night at Guindy. +91 86 80 912434. Pradeesh #chennairains #ChennaiMicro			#chennairains #ChennaiMicro	672015457952522240	https://twitter.com/saichithra/status/672015457952522240
lekevdu69	02-12-2015 17:00	1	0	RT : _LazyHazy: RT blogeswari: #Perambur #Help is here - 100 to 200 pack of #food . Pls contact 9841536212 #ChennaiMicro via ShakthisreeG #			#Perambur #Help #food #ChennaiMicro #	672014877817495552	https://twitter.com/lekevdu69/status/672014877817495552
AparnaRaj05	02-12-2015 16:59	0	0	#ChennaiMicro https:// twitter.com/vsriramcbe/sta tus/672000578189262848 			#ChennaiMicro	672014708472332288	https://twitter.com/AparnaRaj05/status/672014708472332288
dudette385	02-12-2015 16:59	1	0	Food for 500 people being provided at Nungambakkam. Contact Venkat at 7092020207 #ChennaiMicro			#ChennaiMicro	672014705267900416	https://twitter.com/dudette385/status/672014705267900416
PKarthikShankar	02-12-2015 16:59	1	0	use #ChennaiMicro if u need food packets! RT so that other people do come to know https:// twitter.com/Actor_Siddhart h/status/671905736092286977 			#ChennaiMicro	672014652402872321	https://twitter.com/PKarthikShankar/status/672014652402872321
PadmaS27	02-12-2015 16:57	2	0	#ChennaiMicro Food available #MRCNagar https:// twitter.com/vsriramcbe/sta tus/672000578189262848 			#ChennaiMicro #MRCNagar	672014277453021184	https://twitter.com/PadmaS27/status/672014277453021184
venkkeyy	02-12-2015 16:57	1	0	@rajmurugan161 Contact 9884300022					
chaitanyavish	02-12-2015 16:57	2	1	#ChennaiMicro @Actor_Siddharth @RJ_Balaji I am not in chennai.Please collect and do the needfull. pic.twitter.com/LBW81iZjpw		@Actor_Siddharth @RJ_Balaji	#ChennaiMicro	672014160473919488	https://twitter.com/chaitanyavish/status/672014160473919488
svinothkannanh	02-12-2015 16:56	0	0	Foods@Nungambakkam #ChennaiMicro #ChennaiFloods https:// twitter.com/rocketuofficia l/status/672013526425210880 		@Nungambakkam	#ChennaiMicro #ChennaiFloods	672014072083177472	https://twitter.com/svinothkannanh/status/672014072083177472
svinothkannanh	02-12-2015 16:56	1	0	Ready to serve in@choolaimedu #ChennaiMicro https:// twitter.com/nskanth/status /672013521165619200 		@choolaimedu	#ChennaiMicro	672013895414886400	https://twitter.com/svinothkannanh/status/672013895414886400
KARTHIC_VINOBA	02-12-2015 16:56	0	1	@khushsundar #ChennaiMicro : @Actor_Siddharth Using Social Media to Help People Stranded in Tamil Nadu Flooding...	Suri				
ShakthisreeG	02-12-2015 16:55	68	15	100-200 food packs in perambur plz contact the number below #ChennaiMicro #TNflood #chennai https:// twitter.com/vsriramcbe/sta tus/671995044690178048 			#ChennaiMicro #TNflood #chennai	672013674484076545	https://twitter.com/ShakthisreeG/status/672013674484076545
CinemaCalendar	02-12-2015 16:54	92	21	90 pkts food available at anna nagar.If u can pick and distribute from anna nagar nw thn contact 9840801702 #ChennaiMicro #ChennaiRainsHelp			#ChennaiMicro #ChennaiRainsHelp	672013586198204416	https://twitter.com/CinemaCalendar/status/672013586198204416
I_am_Vishwanath	02-12-2015 16:54	2	0	Plz share. @Zomato provides foods for needs. #ChennaiRainsHelp #ChennaiMicro https:// twitter.com/deepigoyal/sta tus/672003895510630400 		@Zomato	#ChennaiRainsHelp #ChennaiMicro	672013438923620352	https://twitter.com/I_am_Vishwanath/status/672013438923620352
AparnaRaj05	02-12-2015 16:54	0	0	#ChennaiMicro @RJ_Balaji @Actor_Siddharth https:// twitter.com/surya_vn/statu s/672012851251306497 		@RJ_Balaji @Actor_Siddharth	#ChennaiMicro	672013386951974914	https://twitter.com/AparnaRaj05/status/672013386951974914
voidspaceXYZ	02-12-2015 16:54	0	1	https:// docs.google.com/spreadsheets/d /1rZc3e9scewKxbZBn0vfDqkxOTy_NJYUBSfsVPgnkmdY/htmlview?sle=true @ChennaiRains #ChennaiMicro Food and Rescue Details in chennai. Please pass info or see if you can help it.		@ChennaiRains	#ChennaiMicro	672013367201021952	https://twitter.com/voidspaceXYZ/status/672013367201021952
PadmaS27	02-12-2015 16:50	0	0	@snhmrl23 Pls chk in http:// chennairains.org for volunteers who cld pick it all up? #ChennaiMicro #T .Nagar Food & supplies pickup needed.		@snhmrl23	#ChennaiMicro #T	672012565107499008	https://twitter.com/PadmaS27/status/672012565107499008
JhalliPataka	02-12-2015 16:50	1	0	@Actor_Siddharth @RJ_Balaji looking to send food for people at Velacherry. Nobody ready to go there and i dont have the means #ChennaiMicro		@Actor_Siddharth @RJ_Balaji	#ChennaiMicro	672012424308899841	https://twitter.com/JhalliPataka/status/672012424308899841
NaIna0806	02-12-2015 16:49	1	1	#ChennaiFloods #ChennaiRainsHelp #ChennaiMicro https:// twitter.com/thenewsminute/ status/672011233189490688 			#ChennaiFloods #ChennaiRainsHelp #ChennaiMicro	672012276686331904	https://twitter.com/NaIna0806/status/672012276686331904
IamGK24	02-12-2015 16:49	2	1	 					
anuthinan	02-12-2015 16:49	0	2	 					
MeghnaSN	02-12-2015 16:49	1	0	#ChennaiMicro https:// twitter.com/mridulaofficia l/status/672011692402868225 			#ChennaiMicro	672012198105845762	https://twitter.com/MeghnaSN/status/672012198105845762
vsriramcbe	02-12-2015 16:47	0	0	@cutychocklety @Chinmayi Can biscuit packets reach the Anna gem science park school or volunteers req? Let me know please. #ChennaiMicro		@cutychocklety @Chinmayi	#ChennaiMicro	672011740209479681	https://twitter.com/vsriramcbe/status/672011740209479681
SENTHIL_WIN	02-12-2015 16:47	5	0	@Actor_Siddharth @RJ_Balaji .. #chennaiMicro https:// twitter.com/sivaty/status/ 672009301167239168 		@Actor_Siddharth @RJ_Balaji	#chennaiMicro	672011638057394176	https://twitter.com/SENTHIL_WIN/status/672011638057394176
Nanthivarman16	02-12-2015 16:47	2	1	BSNL announces 1 week free calling to BSNL in Chennai !! #ChennaiRainsHelp #ChennaiMicro pic.twitter.com/4ClkgKsQAh			#ChennaiRainsHelp #ChennaiMicro	672011620785123328	https://twitter.com/Nanthivarman16/status/672011620785123328
SaiShyamG	02-12-2015 16:46	1	1	@RJ_Balaji and @Actor_Siddharth 					
Lasya_Alltop9	02-12-2015 16:45	38	8	@vsriramcbe @Chinmayi @RJ_Balaji 89 people stuck at RR TOWERS Guindy. #ChennaiMicro help pls. +91 86 80 912434.Pradeesh no food power.		@vsriramcbe @Chinmayi @RJ_Balaji	#ChennaiMicro	672011097424068609	https://twitter.com/Lasya_Alltop9/status/672011097424068609
